CTYNAME,YEAR,CTYCODE,MIDTERM,TOTVOTERS,SOCIALCAP.Religious2014,SOCIALCAP.Civic2014,SOCIALCAP.Business2014,SOCIALCAP.Political2014,SOCIALCAP.Professional2014,SOCIALCAP.Labor2014,SOCIALCAP.Bowling2014,SOCIALCAP.Recreational2014,SOCIALCAP.Golf2014,SOCIALCAP.Sports2014,SOCIALCAP.pop2014,SOCIALCAP.assn2014,SOCIALCAP.pvote2012,SOCIALCAP.respn2010,SOCIALCAP.nccs2014,SOCIALCAP.sk2014,SOCIALCAP.relig09,SOCIALCAP.civic09,SOCIALCAP.bus09,SOCIALCAP.pol09,SOCIALCAP.prof09,SOCIALCAP.labor09,SOCIALCAP.bowl09,SOCIALCAP.fitns09,SOCIALCAP.golf09,SOCIALCAP.sport09,SOCIALCAP.pop09,SOCIALCAP.respn10,SOCIALCAP.pvote08,SOCIALCAP.nccs09,SOCIALCAP.assn09,SOCIALCAP.sk09,HOUSE.Congress (Years),HOUSE.# of House Seats,HOUSE.Democrats,HOUSE.Republicans,HOUSE.Other,HOUSE.Del./Res.,SENATE.Session,SENATE.Total Seats,SENATE.Democrat,SENATE.Republican,SENATE.Other Parties,STATELEGIS.Session,STATELEGIS.House,STATELEGIS.Senate,STATELEGIS.Governor,VOTE_ELI.HD01_VD09,VOTE_ELI.HD01_VD11,VOTE_ELI.HD01_VD20,VOTE_ELI.HD01_VD22,VOTE_ELIGIBLE,Citizen: Total,Citizen: US Born,Citizen: Puerto Rico/US Islands Born,Citizen: Born Abroad,Citizen: Naturalization,Not Citizen,Percent Married,Percent Divorced,POPULATION,WHITE,BLACK,INDIAN,ASIAN,HAWAIIAN,OTHERS,X1,TOTALMALE,TOTALFEMALE,AGE2024_TOTAL,AGE2024_MALE,AGE2024_FEMALE,AGE2529_TOTAL,AGE2529_MALE,AGE2529_FEMALE,AGE18ABOVE,POPULATION 18-24,HIGHSCHOOL DEGREE,BACHELOR'S DEGREE,POPULATION >25,HIGHSCHOOL DEGREE >25,BACHELOR'S DEGREE >25,GRADUATE DEGREE >25,INCOME.GEO.id,INCOME.GEO.id2,INCOME.GEO.display-label,INCOME.HC01_EST_VC01,INCOME.HC01_MOE_VC01,INCOME.HC02_EST_VC01,INCOME.HC02_MOE_VC01,INCOME.HC03_EST_VC01,INCOME.HC03_MOE_VC01,INCOME.HC04_EST_VC01,INCOME.HC04_MOE_VC01,INCOME.HC01_EST_VC02,INCOME.HC01_MOE_VC02,INCOME.HC02_EST_VC02,INCOME.HC02_MOE_VC02,INCOME.HC03_EST_VC02,INCOME.HC03_MOE_VC02,INCOME.HC04_EST_VC02,INCOME.HC04_MOE_VC02,INCOME.HC01_EST_VC03,INCOME.HC01_MOE_VC03,INCOME.HC02_EST_VC03,INCOME.HC02_MOE_VC03,INCOME.HC03_EST_VC03,INCOME.HC03_MOE_VC03,INCOME.HC04_EST_VC03,INCOME.HC04_MOE_VC03,INCOME.HC01_EST_VC04,INCOME.HC01_MOE_VC04,INCOME.HC02_EST_VC04,INCOME.HC02_MOE_VC04,INCOME.HC03_EST_VC04,INCOME.HC03_MOE_VC04,INCOME.HC04_EST_VC04,INCOME.HC04_MOE_VC04,INCOME.HC01_EST_VC05,INCOME.HC01_MOE_VC05,INCOME.HC02_EST_VC05,INCOME.HC02_MOE_VC05,INCOME.HC03_EST_VC05,INCOME.HC03_MOE_VC05,INCOME.HC04_EST_VC05,INCOME.HC04_MOE_VC05,INCOME.HC01_EST_VC06,INCOME.HC01_MOE_VC06,INCOME.HC02_EST_VC06,INCOME.HC02_MOE_VC06,INCOME.HC03_EST_VC06,INCOME.HC03_MOE_VC06,INCOME.HC04_EST_VC06,INCOME.HC04_MOE_VC06,INCOME.HC01_EST_VC07,INCOME.HC01_MOE_VC07,INCOME.HC02_EST_VC07,INCOME.HC02_MOE_VC07,INCOME.HC03_EST_VC07,INCOME.HC03_MOE_VC07,INCOME.HC04_EST_VC07,INCOME.HC04_MOE_VC07,INCOME.HC01_EST_VC08,INCOME.HC01_MOE_VC08,INCOME.HC02_EST_VC08,INCOME.HC02_MOE_VC08,INCOME.HC03_EST_VC08,INCOME.HC03_MOE_VC08,INCOME.HC04_EST_VC08,INCOME.HC04_MOE_VC08,INCOME.HC01_EST_VC09,INCOME.HC01_MOE_VC09,INCOME.HC02_EST_VC09,INCOME.HC02_MOE_VC09,INCOME.HC03_EST_VC09,INCOME.HC03_MOE_VC09,INCOME.HC04_EST_VC09,INCOME.HC04_MOE_VC09,INCOME.HC01_EST_VC10,INCOME.HC01_MOE_VC10,INCOME.HC02_EST_VC10,INCOME.HC02_MOE_VC10,INCOME.HC03_EST_VC10,INCOME.HC03_MOE_VC10,INCOME.HC04_EST_VC10,INCOME.HC04_MOE_VC10,INCOME.HC01_EST_VC11,INCOME.HC01_MOE_VC11,INCOME.HC02_EST_VC11,INCOME.HC02_MOE_VC11,INCOME.HC03_EST_VC11,INCOME.HC03_MOE_VC11,INCOME.HC04_EST_VC11,INCOME.HC04_MOE_VC11,INCOME.HC01_EST_VC13,INCOME.HC01_MOE_VC13,INCOME.HC02_EST_VC13,INCOME.HC02_MOE_VC13,INCOME.HC03_EST_VC13,INCOME.HC03_MOE_VC13,INCOME.HC04_EST_VC13,INCOME.HC04_MOE_VC13,INCOME.HC01_EST_VC15,INCOME.HC01_MOE_VC15,INCOME.HC02_EST_VC15,INCOME.HC02_MOE_VC15,INCOME.HC03_EST_VC15,INCOME.HC03_MOE_VC15,INCOME.HC04_EST_VC15,INCOME.HC04_MOE_VC15,INCOME.HC01_EST_VC18,INCOME.HC01_MOE_VC18,INCOME.HC02_EST_VC18,INCOME.HC02_MOE_VC18,INCOME.HC03_EST_VC18,INCOME.HC03_MOE_VC18,INCOME.HC04_EST_VC18,INCOME.HC04_MOE_VC18,INCOME.HC01_EST_VC19,INCOME.HC01_MOE_VC19,INCOME.HC02_EST_VC19,INCOME.HC02_MOE_VC19,INCOME.HC03_EST_VC19,INCOME.HC03_MOE_VC19,INCOME.HC04_EST_VC19,INCOME.HC04_MOE_VC19,INCOME.HC01_EST_VC20,INCOME.HC01_MOE_VC20,INCOME.HC02_EST_VC20,INCOME.HC02_MOE_VC20,INCOME.HC03_EST_VC20,INCOME.HC03_MOE_VC20,INCOME.HC04_EST_VC20,INCOME.HC04_MOE_VC20,EMPLOY.GEO.id,EMPLOY.GEO.id2,EMPLOY.HC01_EST_VC01,EMPLOY.HC01_MOE_VC01,EMPLOY.HC02_EST_VC01,EMPLOY.HC02_MOE_VC01,EMPLOY.HC03_EST_VC01,EMPLOY.HC03_MOE_VC01,EMPLOY.HC04_EST_VC01,EMPLOY.HC04_MOE_VC01,OCC.HC01_EST_VC01,OCC.HC01_EST_VC02,OCC.HC01_EST_VC03,OCC.HC01_EST_VC04,OCC.HC01_EST_VC05,OCC.HC01_EST_VC06,OCC.HC01_EST_VC07,OCC.HC01_EST_VC08,OCC.HC01_EST_VC09,OCC.HC01_EST_VC10,OCC.HC01_EST_VC11,OCC.HC01_EST_VC12,OCC.HC01_EST_VC13,OCC.HC01_EST_VC14,VOTEPERCENT,OCC.Agriculture,OCC.Construction,OCC.Manufacturing,OCC.WholesaleTrade,OCC.RetailTrade,OCC.Transportation,OCC.Information,OCC.Finance,OCC.Professional,OCC.Education,OCC.Arts,OCC.OtherServices,OCC.PublicAdmin
martin,2016,46,0,10613,27,7,2,0,1,1,2,3,3,0,20206,2.276551519350688,0.7984276042804106,0.82,166,1.726956536351893,26,9,3,0,1,2,2,2,3,0,20790,0.82,0.6662536,178,2.3088023088023086,1.4061313849640171,114th (2015–2017),435,188,247,0,5/1,114 (2015-2017),100,44,54,2,"89th, 2015-2016",Republican,DFL,DFL,7550,15,7816,98,15479,20193,19638,2,73,160,320,54.0,10.8,20193,19708,54,19,152,2,33,331,9989,10204,5.2,5.1,5.2,4.9,5,4.8,78.2,1462,29.6,8,14336,38.8,14.3,4.1,0500000US27091,27091,"Martin County, Minnesota",8777,210,5605,166,4330,204,3172,233,5.1,1.2,3.9,1.6,1.0,0.5,11.2,2.9,5.9,1.8,2.5,1.4,0.9,0.6,12.8,4.4,11.3,2.4,5,1.9,2.4,0.8,22.1,5.1,10.3,1.7,7.9,1.4,7.0,1.5,14.5,4.1,16.1,2,15.7,2.9,12.5,2.4,18,3.8,20.5,2.6,24.5,3.1,25.4,3.2,13.3,3.1,15,2,17.8,2.4,22.1,3.0,6,2.3,9.6,1.4,13.5,1.9,16.9,2.5,1.1,0.6,2.5,0.6,3.5,1,4.5,1.3,0.7,0.6,3.8,1.1,5.8,1.7,7.3,2.2,0.3,0.2,51984,3552,62650,3467,76516,5006,27201,3962,65669,2835,80145,4367,N,N,35137,2565,35.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),38.4,(X),0500000US27091,27091,16281,81,64.7,1.5,62.6,1.4,3.2,0.9,10189,1037,619,1682,281,1180,503,86,442,478,2322,653,602,304,0.6856386071451644,0.10177642555697321,0.060751791147315735,0.16507998822259298,0.02757876140936304,0.1158111689076455,0.0493669643733438,0.008440475022082639,0.04338011581116891,0.046913337913436055,0.22789282559623122,0.06408872313279027,0.05908332515457847,0.029836097752478162
mcleod,2008,43,0,19124,40,14,2,0,1,0,1,6,3,0,35891,1.8667632554122202,0.7916453319679126,0.85,250,1.1044325148600693,35,12,2,0,1,0,2,11,4,0,36662,0.85,0.6845703,266,1.827505318858764,0.881722703993352,110th (2007–2009),435,233,202,0,4/1,110 (2007-2009),100,49,49,2,"85th, 2007-2008",DFL,DFL,Republican,13236,137,13706,179,27258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0500000US27085,27085,"McLeod County, Minnesota",14206,446,9905,436,8372,472,4301,403,3.8,1.2,0.8,0.5,0.4,0.4,11.1,3.7,4.3,1.3,1.8,0.7,0.8,0.4,11,3.9,8.6,1.7,4.2,1.2,2.7,1.1,18.7,5,10.3,1.7,7.8,2,4.4,1.4,18,3.7,15.5,1.9,14.8,2.2,13.3,2.3,16.6,3.8,22.1,2.7,25.4,3.2,27.0,3.6,14,4.7,17,2.6,20.3,2.8,23.4,3.4,8.3,4.3,13.7,2,18.4,2.9,20.6,3.2,1.4,1.1,2.6,0.9,3.7,1.3,4.3,1.6,0.3,0.5,2.2,0.9,2.8,1.2,3.1,1.4,0.6,0.9,58644,2692,70932,2903,76419,3591,31101,3197,70394,4836,83700,6477,90275,7404,37292,4266,21.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),19.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25,(X),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20188,941,1190,5802,488,2240,743,451,803,1587,3693,1053,747,450,0.7015921931176169,0.046611848622944325,0.05894590846047157,0.28739845452744206,0.024172775906479097,0.11095700416088766,0.036804042005151576,0.022340003962750148,0.03977610461660392,0.0786110560729146,0.182930453734892,0.052159698830988706,0.03700217951258173,0.02229046958589261
mcleod,2012,43,0,18650,40,14,2,0,1,0,1,6,3,0,35891,1.8667632554122202,0.7916453319679126,0.85,250,1.1044325148600693,35,12,2,0,1,0,2,11,4,0,36662,0.85,0.6845703,266,1.827505318858764,0.881722703993352,112th (2011–2013),435,193,242,0,5/1,112 (2011-2013),100,51,47,2,"87th, 2011-2012",Republican,Republican,DFL,13066,205,13216,233,26720,36527,35159,0,202,525,641,59.1,9.1,36527,34931,287,132,230,0,580,154,18177,18350,5.2,5.6,4.8,5.9,6.2,5.6,74.8,2726,33.6,7.1,24614,36.4,13.4,4.6,0500000US27085,27085,"McLeod County, Minnesota",14937,205,10190,266,8339,305,4747,280,4.9,1.1,3.3,1.2,1.1,0.7,10.7,2.8,4.5,1,1.6,0.6,0.8,0.4,11.6,2.9,9.6,1.5,4.7,1.2,3.1,1.0,20.9,3.6,11.1,1.5,7.7,1.4,6.2,1.3,18.6,3.4,14.9,1.6,13.5,2,11.5,1.9,18.4,3.6,19.5,1.8,23.4,2.2,24.9,2.5,10.4,2.6,16.2,1.5,20.3,1.8,23.0,2.1,6.1,2.2,14.2,1.4,18.5,1.8,21.0,2.0,2.3,1,3.5,0.8,4.9,1.2,6.0,1.4,0.4,0.3,1.6,0.5,2,0.6,2.4,0.7,0.7,0.6,55275,3516,70263,2883,76999,2135,27466,2143,67622,3136,79649,4068,87754,4611,37765,3577,21.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),21.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.8,(X),0500000US27085,27085,28412,81,70.7,1.2,66.5,1.3,5.9,0.9,18892,797,1152,4979,342,2009,703,212,765,1392,3917,1225,947,452,0.6979790419161677,0.04218716917213636,0.06097819182722845,0.2635507092949397,0.018102900698708447,0.1063413084903663,0.0372115181029007,0.011221681134871904,0.0404933305102689,0.07368198179123439,0.20733643870421342,0.0648422612746136,0.050127037899640056,0.023925471098877833
mcleod,2016,43,0,18945,40,14,2,0,1,0,1,6,3,0,35891,1.8667632554122202,0.7916453319679126,0.85,250,1.1044325148600693,35,12,2,0,1,0,2,11,4,0,36662,0.85,0.6845703,266,1.827505318858764,0.881722703993352,114th (2015–2017),435,188,247,0,5/1,114 (2015-2017),100,44,54,2,"89th, 2015-2016",Republican,DFL,DFL,13022,146,13247,202,26617,35926,34655,11,64,378,818,56.1,8.8,35926,34309,59,75,221,0,698,328,17807,18119,5.4,5.6,5.2,5.7,6,5.4,76.2,2672,29.4,9.1,24697,36.5,12.5,4.8,0500000US27085,27085,"McLeod County, Minnesota",14780,189,9893,306,7873,249,4887,298,3.8,1.1,2.7,1.2,0.6,0.4,9.1,2.7,4.8,1,1.1,0.5,0.5,0.3,11.8,2.6,8.5,1.2,5.6,1.1,3.5,0.9,17.2,2.9,10.5,1.4,7.5,1.6,5.2,1.5,16.7,3,14.6,1.7,12.4,1.8,10.4,1.9,19.1,3.7,22.5,2,24.8,2.2,26.9,2.6,15.6,2.7,16,1.7,20,2,22.1,2.4,7.6,2.6,13.2,1.2,17.8,1.7,20.9,2.1,1.7,0.7,3.8,0.8,5.3,1.1,6.6,1.3,0.4,0.5,2.1,0.5,2.7,0.7,3.4,0.8,0.8,0.8,57738,2399,69850,3132,78351,3276,30787,2910,68474,2106,80206,2895,N,N,40187,3672,29.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.3,(X),0500000US27085,27085,28354,91,70.6,1.2,67.9,1.2,3.8,0.7,19253,630,1158,5073,370,1897,641,287,760,1580,4195,1183,898,581,0.7117631588834203,0.032722173167818,0.060146470679894044,0.2634914039370488,0.019217784241416923,0.09853009920531865,0.033293512699319586,0.014906767776450423,0.03947436763101854,0.08206513270659119,0.21788812133174051,0.06144496961512492,0.046642081753492964,0.03017711525476549
meeker,2008,47,0,12610,26,8,2,0,0,0,1,3,1,0,23148,1.7712113357525487,0.8054071876030333,0.82,149,0.9942012465822887,27,9,2,0,0,0,1,4,0,0,23298,0.82,0.7117327,151,1.8456519872950468,0.9317019097188634,110th (2007–2009),435,233,202,0,4/1,110 (2007-2009),100,49,49,2,"85th, 2007-2008",DFL,DFL,Republican,8657,15,8669,48,17389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0500000US27093,27093,"Meeker County, Minnesota",9398,214,6848,264,5671,272,2550,232,5.5,1.2,3.7,2,1.1,0.7,15.6,3.9,4.4,1.3,2.3,1.2,0.7,0.6,10.8,3.3,12.1,2.3,9.2,2.2,5.1,1.4,17.7,4.5,12,1.7,10.6,1.9,10.4,2.1,18.2,5,15.9,2.4,16.1,2.8,16.2,3.2,14.2,3.9,23.8,2.7,25.9,3.2,28.3,3.7,15.6,5.1,14.9,1.6,17.8,1.9,21.1,2.5,5.8,2.7,7.4,1.1,9.4,1.4,11.2,1.6,1.2,0.8,2.1,0.8,2.5,1,2.8,1.2,0.9,0.9,2,0.8,2.6,1.1,3.2,1.3,0.2,0.3,50127,3086,57555,2331,64004,2847,28034,3595,58906,2387,66501,3380,73915,3695,34537,3021,20.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),22.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),12.9,(X),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12016,638,1024,3088,363,1314,667,120,537,606,2343,593,443,280,0.7251710851687848,0.053095872170439415,0.085219707057257,0.2569906790945406,0.03020972037283622,0.10935419440745672,0.05550932090545939,0.009986684420772303,0.04469041278295606,0.05043275632490013,0.19499001331557922,0.0493508655126498,0.03686750998668442,0.02330226364846871
meeker,2012,47,0,12311,26,8,2,0,0,0,1,3,1,0,23148,1.7712113357525487,0.8054071876030333,0.82,149,0.9942012465822887,27,9,2,0,0,0,1,4,0,0,23298,0.82,0.7117327,151,1.8456519872950468,0.9317019097188634,112th (2011–2013),435,193,242,0,5/1,112 (2011-2013),100,51,47,2,"87th, 2011-2012",Republican,Republican,DFL,8603,37,8397,35,17072,23262,22777,2,34,111,338,62.5,9.4,23262,22725,57,62,77,12,149,158,11774,11488,4.7,5.2,4.2,5.4,5.3,5.5,74.7,1588,38.9,4,15796,39.3,12.5,4.1,0500000US27093,27093,"Meeker County, Minnesota",9402,158,6732,165,5565,162,2670,141,4.4,0.8,2.1,0.7,0.9,0.5,11.5,2.4,5.2,1,2.3,0.8,1.8,0.7,12.6,3,10.1,1.4,7.4,1.4,4.9,1.1,18.6,3.4,11.4,1.5,9.7,1.6,8.1,1.4,16.4,3.3,15.6,1.6,15.2,1.6,14.0,1.6,16.2,3.3,24.5,1.9,27.4,2.1,28.2,2.2,17,3.5,15.2,1.4,18.5,1.7,21.7,2.0,4.4,1.4,10,1.1,13,1.4,15.1,1.7,2.7,1.4,1.9,0.4,2.2,0.4,2.6,0.5,0.4,0.3,1.7,0.5,2.2,0.7,2.7,0.9,0.3,0.3,52705,1446,61991,2122,68704,2313,29741,3422,62397,1980,71327,2532,77458,2807,36915,2759,24.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.6,(X),0500000US27093,27093,18007,82,68.4,1.1,63.1,1.3,7.7,1.2,11366,755,881,2818,201,1103,512,90,531,649,2624,431,451,320,0.7211223055295221,0.0664261833538624,0.07751187752947387,0.24793243005454865,0.01768432166109449,0.09704381488650361,0.045046630300897415,0.007918352982579624,0.04671828259721978,0.05710012317437973,0.23086398029209923,0.037920112616575755,0.039679746612704556,0.028154143938060882
meeker,2016,47,0,12386,26,8,2,0,0,0,1,3,1,0,23148,1.7712113357525487,0.8054071876030333,0.82,149,0.9942012465822887,27,9,2,0,0,0,1,4,0,0,23298,0.82,0.7117327,151,1.8456519872950468,0.9317019097188634,114th (2015–2017),435,188,247,0,5/1,114 (2015-2017),100,44,54,2,"89th, 2015-2016",Republican,DFL,DFL,8587,56,8421,49,17113,23094,22545,1,37,162,349,59.7,9.6,23094,22500,125,73,88,23,71,332,11734,11360,4.9,5.1,4.7,4.8,4.8,4.7,75.4,1624,36.6,3.9,15791,37.3,13.7,5.2,0500000US27093,27093,"Meeker County, Minnesota",9119,145,6280,136,5213,145,2839,177,4.5,1,1.7,0.6,0.9,0.5,12.2,3,4.4,0.7,1.8,0.7,1.7,0.8,10.9,2.1,9.8,1.3,5.2,1.1,4.1,1.1,20,3,9.5,1,9.1,1.5,6.3,1.2,13.7,2.4,13.3,1,12.7,1.4,11.2,1.4,15.4,2.4,23.6,1.5,24.9,1.8,25.1,1.8,16.5,2.4,15.4,1.3,18.6,1.8,20.7,2.0,7.3,1.5,13.2,1.1,17.9,1.4,20.2,1.6,2.7,1,3.7,0.6,4.7,0.8,5.6,1.0,0.8,0.4,2.6,0.5,3.5,0.7,4.0,0.8,0.7,0.4,58574,1714,69726,2271,75550,2116,30115,2387,69637,1676,81843,2130,87997,2356,39309,2249,28.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.4,(X),0500000US27093,27093,18064,58,66.4,1,63.8,1.1,3.9,0.7,11516,644,913,2727,277,1123,622,97,460,614,2631,669,451,288,0.7237772453690177,0.05592219520666898,0.07928100034734283,0.23680097255991664,0.024053490795415074,0.0975164987843001,0.0540118096561306,0.008423063563737409,0.0399444251476207,0.05331712400138937,0.2284647447030219,0.058093087877735324,0.03916290378603682,0.025008683570684264
mille lacs,2008,48,0,13612,34,8,2,0,0,0,3,3,7,0,25794,2.209816236334031,0.768161013965497,0.8,165,1.234448882572323,34,11,2,0,0,0,3,3,3,0,26127,0.8,0.6716588,165,2.143376583610824,0.9615402414952883,110th (2007–2009),435,233,202,0,4/1,110 (2007-2009),100,49,49,2,"85th, 2007-2008",DFL,DFL,Republican,9666,75,10053,45,19839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0500000US27095,27095,"Mille Lacs County, Minnesota",10255,319,6792,332,N,N,3463,301,7.8,1.7,3.1,1.4,N,N,18,4.5,6.5,1.9,2.7,1.3,N,N,15.7,4.7,11.7,2.2,8.9,1.9,N,N,17.8,5.3,11,2.1,11.5,3.1,N,N,12.1,3.3,17.8,3.2,18,3.2,N,N,17.6,6.3,22.9,2.8,26.4,3.2,N,N,13.1,3,13.5,2,18.2,2.8,N,N,3.8,1.7,6.5,1.4,8.4,1.8,N,N,1,0.9,1.5,0.8,1.6,0.8,N,N,0.8,1.2,0.8,0.4,1.2,0.7,N,N,0.1,0.2,45313,2306,55347,2920,60533,2658,24372,3950,52877,2491,61005,2809,N,N,32996,4013,23.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.5,(X),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12593,261,1179,2204,302,1663,571,114,559,586,2666,1248,544,696,0.6861232925046625,0.02072580004764552,0.09362344159453664,0.1750178670690066,0.023981577066624314,0.13205749225760344,0.045342650678948625,0.009052648296672754,0.04438974033193044,0.04653378861272135,0.2117049154292067,0.0991026760898912,0.043198602398157704,0.055268800127054714
mille lacs,2012,48,0,13179,34,8,2,0,0,0,3,3,7,0,25794,2.209816236334031,0.768161013965497,0.8,165,1.234448882572323,34,11,2,0,0,0,3,3,3,0,26127,0.8,0.6716588,165,2.143376583610824,0.9615402414952883,112th (2011–2013),435,193,242,0,5/1,112 (2011-2013),100,51,47,2,"87th, 2011-2012",Republican,Republican,DFL,9556,58,9640,79,19333,26004,25518,6,173,169,138,53.8,11.7,26004,23725,121,1502,115,5,131,159,13041,12963,5.2,5.3,5.1,6.2,6.2,6.1,74.8,1940,39.9,5.3,17517,37.9,11,3.6,0500000US27095,27095,"Mille Lacs County, Minnesota",10457,232,6969,235,5370,194,3488,221,8.5,1.6,4.6,1.3,1.1,0.5,19.9,3.9,6,1.3,2.8,0.8,1.1,0.5,13.8,3.4,11.7,1.2,9.6,1.6,7.8,1.5,16.9,2.6,13,1.5,11.9,2,9.0,1.4,15.8,2.9,14.5,1.4,14.9,1.6,15.2,2.0,13,2.6,21.4,1.5,24.7,2.1,28.0,2.4,12.7,2.2,11.2,1.2,14,1.5,16.6,1.9,4.1,1.8,10.9,1.4,13.8,1.8,16.5,2.2,3.1,1,2,0.6,2.8,0.8,3.5,1.1,0.1,0.2,0.8,0.4,0.8,0.3,1.0,0.4,0.6,0.8,46363,1597,56085,3341,63826,2548,24580,2784,54840,1768,63227,2212,71328,2494,32715,2748,26.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.6,(X),0500000US27095,27095,20222,78,64.5,1.3,58.3,1.3,9.4,1,11796,195,1053,2041,235,1126,744,155,469,729,2958,897,523,671,0.681684166968396,0.016531027466937943,0.0892675483214649,0.1730247541539505,0.019922007460155985,0.09545608680908782,0.06307222787385554,0.013140047473719906,0.03975924042048152,0.06180061037639878,0.25076297049847407,0.07604272634791455,0.04433706341132587,0.05688368938623262
mille lacs,2016,48,0,13111,34,8,2,0,0,0,3,3,7,0,25794,2.209816236334031,0.768161013965497,0.8,165,1.234448882572323,34,11,2,0,0,0,3,3,3,0,26127,0.8,0.6716588,165,2.143376583610824,0.9615402414952883,114th (2015–2017),435,188,247,0,5/1,114 (2015-2017),100,44,54,2,"89th, 2015-2016",Republican,DFL,DFL,9583,47,9625,170,19425,25788,25209,15,170,272,122,51.4,13.4,25788,23495,136,1322,110,0,75,333,12944,12844,5,5,5,5.6,5.5,5.7,75.8,1811,31.4,9.1,17729,37.9,10.7,5,0500000US27095,27095,"Mille Lacs County, Minnesota",10012,192,6743,180,5048,243,3269,205,5.7,1,4.6,1.2,1.6,0.6,12.1,2.6,6,1.2,2.6,0.9,1.0,0.4,13.9,3.5,11.8,1.4,7.1,1.3,4.6,0.9,21.4,3.9,11.5,1.5,10,1.6,8.7,1.8,15.6,2.8,13.6,1.3,14.3,1.8,13.4,1.7,13.1,2.2,23.7,2.2,26.4,2.7,27.3,2.9,14.2,3.5,12,1.3,15.3,1.6,18.5,2.1,3.9,1.5,11.6,1,14.6,1.4,18.4,1.7,3.8,1.5,2.5,0.6,3,0.8,4.0,1.0,1.3,0.9,1.7,0.5,2.1,0.7,2.6,0.9,0.8,0.9,51232,1829,60181,1813,67420,3101,26103,1812,60492,1808,69113,2371,78380,2810,38081,3534,28.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.7,(X),0500000US27095,27095,20172,93,63.5,1.1,59.5,1.3,6.4,0.9,11994,299,1239,1916,273,1295,527,97,438,731,2897,1113,625,544,0.6749549549549549,0.024929131232282808,0.1033016508254127,0.15974653993663498,0.02276138069034517,0.107970651992663,0.043938635984659,0.008087377021844255,0.03651825912956478,0.06094714023678506,0.24153743538435885,0.09279639819909954,0.052109388027347006,0.045356011339002834
