"","X1","CTYNAME","YEAR","CTYCODE","MIDTERM","TOTVOTERS","SOCIALCAP.Religious2014","SOCIALCAP.Civic2014","SOCIALCAP.Business2014","SOCIALCAP.Political2014","SOCIALCAP.Professional2014","SOCIALCAP.Labor2014","SOCIALCAP.Bowling2014","SOCIALCAP.Recreational2014","SOCIALCAP.Golf2014","SOCIALCAP.Sports2014","SOCIALCAP.pop2014","SOCIALCAP.assn2014","SOCIALCAP.pvote2012","SOCIALCAP.respn2010","SOCIALCAP.nccs2014","SOCIALCAP.sk2014","SOCIALCAP.relig09","SOCIALCAP.civic09","SOCIALCAP.bus09","SOCIALCAP.pol09","SOCIALCAP.prof09","SOCIALCAP.labor09","SOCIALCAP.bowl09","SOCIALCAP.fitns09","SOCIALCAP.golf09","SOCIALCAP.sport09","SOCIALCAP.pop09","SOCIALCAP.respn10","SOCIALCAP.pvote08","SOCIALCAP.nccs09","SOCIALCAP.assn09","SOCIALCAP.sk09","HOUSE.Congress (Years)","HOUSE.# of House Seats","HOUSE.Democrats","HOUSE.Republicans","HOUSE.Other","HOUSE.Del./Res.","SENATE.Session","SENATE.Total Seats","SENATE.Democrat","SENATE.Republican","SENATE.Other Parties","STATELEGIS.Session","STATELEGIS.House","STATELEGIS.Senate","STATELEGIS.Governor","VOTE_ELI.HD01_VD09","VOTE_ELI.HD01_VD11","VOTE_ELI.HD01_VD20","VOTE_ELI.HD01_VD22","VOTE_ELIGIBLE","Citizen: Total","Citizen: US Born","Citizen: Puerto Rico/US Islands Born","Citizen: Born Abroad","Citizen: Naturalization","Not Citizen","Percent Married","Percent Divorced","POPULATION","WHITE","BLACK","INDIAN","ASIAN","HAWAIIAN","OTHERS","INCOME.GEO.id","INCOME.GEO.id2","INCOME.GEO.display-label","INCOME.HC01_EST_VC01","INCOME.HC01_MOE_VC01","INCOME.HC02_EST_VC01","INCOME.HC02_MOE_VC01","INCOME.HC03_EST_VC01","INCOME.HC03_MOE_VC01","INCOME.HC04_EST_VC01","INCOME.HC04_MOE_VC01","INCOME.HC01_EST_VC02","INCOME.HC01_MOE_VC02","INCOME.HC02_EST_VC02","INCOME.HC02_MOE_VC02","INCOME.HC03_EST_VC02","INCOME.HC03_MOE_VC02","INCOME.HC04_EST_VC02","INCOME.HC04_MOE_VC02","INCOME.HC01_EST_VC03","INCOME.HC01_MOE_VC03","INCOME.HC02_EST_VC03","INCOME.HC02_MOE_VC03","INCOME.HC03_EST_VC03","INCOME.HC03_MOE_VC03","INCOME.HC04_EST_VC03","INCOME.HC04_MOE_VC03","INCOME.HC01_EST_VC04","INCOME.HC01_MOE_VC04","INCOME.HC02_EST_VC04","INCOME.HC02_MOE_VC04","INCOME.HC03_EST_VC04","INCOME.HC03_MOE_VC04","INCOME.HC04_EST_VC04","INCOME.HC04_MOE_VC04","INCOME.HC01_EST_VC05","INCOME.HC01_MOE_VC05","INCOME.HC02_EST_VC05","INCOME.HC02_MOE_VC05","INCOME.HC03_EST_VC05","INCOME.HC03_MOE_VC05","INCOME.HC04_EST_VC05","INCOME.HC04_MOE_VC05","INCOME.HC01_EST_VC06","INCOME.HC01_MOE_VC06","INCOME.HC02_EST_VC06","INCOME.HC02_MOE_VC06","INCOME.HC03_EST_VC06","INCOME.HC03_MOE_VC06","INCOME.HC04_EST_VC06","INCOME.HC04_MOE_VC06","INCOME.HC01_EST_VC07","INCOME.HC01_MOE_VC07","INCOME.HC02_EST_VC07","INCOME.HC02_MOE_VC07","INCOME.HC03_EST_VC07","INCOME.HC03_MOE_VC07","INCOME.HC04_EST_VC07","INCOME.HC04_MOE_VC07","INCOME.HC01_EST_VC08","INCOME.HC01_MOE_VC08","INCOME.HC02_EST_VC08","INCOME.HC02_MOE_VC08","INCOME.HC03_EST_VC08","INCOME.HC03_MOE_VC08","INCOME.HC04_EST_VC08","INCOME.HC04_MOE_VC08","INCOME.HC01_EST_VC09","INCOME.HC01_MOE_VC09","INCOME.HC02_EST_VC09","INCOME.HC02_MOE_VC09","INCOME.HC03_EST_VC09","INCOME.HC03_MOE_VC09","INCOME.HC04_EST_VC09","INCOME.HC04_MOE_VC09","INCOME.HC01_EST_VC10","INCOME.HC01_MOE_VC10","INCOME.HC02_EST_VC10","INCOME.HC02_MOE_VC10","INCOME.HC03_EST_VC10","INCOME.HC03_MOE_VC10","INCOME.HC04_EST_VC10","INCOME.HC04_MOE_VC10","INCOME.HC01_EST_VC11","INCOME.HC01_MOE_VC11","INCOME.HC02_EST_VC11","INCOME.HC02_MOE_VC11","INCOME.HC03_EST_VC11","INCOME.HC03_MOE_VC11","INCOME.HC04_EST_VC11","INCOME.HC04_MOE_VC11","INCOME.HC01_EST_VC13","INCOME.HC01_MOE_VC13","INCOME.HC02_EST_VC13","INCOME.HC02_MOE_VC13","INCOME.HC03_EST_VC13","INCOME.HC03_MOE_VC13","INCOME.HC04_EST_VC13","INCOME.HC04_MOE_VC13","INCOME.HC01_EST_VC15","INCOME.HC01_MOE_VC15","INCOME.HC02_EST_VC15","INCOME.HC02_MOE_VC15","INCOME.HC03_EST_VC15","INCOME.HC03_MOE_VC15","INCOME.HC04_EST_VC15","INCOME.HC04_MOE_VC15","INCOME.HC01_EST_VC18","INCOME.HC01_MOE_VC18","INCOME.HC02_EST_VC18","INCOME.HC02_MOE_VC18","INCOME.HC03_EST_VC18","INCOME.HC03_MOE_VC18","INCOME.HC04_EST_VC18","INCOME.HC04_MOE_VC18","INCOME.HC01_EST_VC19","INCOME.HC01_MOE_VC19","INCOME.HC02_EST_VC19","INCOME.HC02_MOE_VC19","INCOME.HC03_EST_VC19","INCOME.HC03_MOE_VC19","INCOME.HC04_EST_VC19","INCOME.HC04_MOE_VC19","INCOME.HC01_EST_VC20","INCOME.HC01_MOE_VC20","INCOME.HC02_EST_VC20","INCOME.HC02_MOE_VC20","INCOME.HC03_EST_VC20","INCOME.HC03_MOE_VC20","INCOME.HC04_EST_VC20","INCOME.HC04_MOE_VC20","VOTEPERCENT","PresYear","HOUSE.Control","SENATE.Control","MONEY.House","MONEY.Governor","MONEY.StateOther","MONEY.StateSenate","MONEY.StateHouse","MONEY.Senate","MONEY.President"
"11",11,"becker",2010,3,1,11904,40,13,3,1,1,1,2,4,5,0,33246,2.10551645310714,0.777282216739419,0.7,222,1.26271331033586,36,14,4,1,1,1,2,2,5,0,32407,0.7,0.6880399,214,2.03659703150554,1.05254715341338,"111th (2009–2011)",435,257,178,"0","5/1","111 (2009-2011)",100,57,41,2,"86th, 2009-2010","DFL","DFL","Republican",11982,74,12005,191,24252,32274,31736,25,105,301,107,"58.5","10.6",32274,29021,147,2406,144,7,97,"0500000US27005",27005,"Becker County, Minnesota",13345,222,9109,228,"7304","205",4236,232,6.2,0.8,3.5,0.7,"1.4","0.5",14.1,2.1,6.2,1,3.5,1.1,"1.3","0.4",12,2.2,13.5,1.2,9.2,1.1,"5.6","1.0",23.2,3,11.9,1.3,10.5,1.4,"9.7","1.4",15.7,2.8,16.2,1.1,15.9,1.5,"15.9","1.7",15.5,2.4,20.6,1.5,23.9,1.9,"26.8","2.0",12.7,2.6,12.3,1,16.4,1.4,"19.0","1.8",3.3,0.9,8.7,0.9,11.4,1.2,"13.6","1.4",2,0.9,2.3,0.6,3.2,0.9,"3.9","1.0",0.4,0.4,2.1,0.6,2.4,0.6,"2.9","0.8",1.2,0.9,46056,1577,55907,1416,63201,2488,25477,1965,58696,1893,68978,2456,"N","N",34368,2310,25.1,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",24.4,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",25.4,"(X)",0.490846115784265,0,0,0,33656871.12,17574734.7,1710510.67,5876612.5,6355422.82,NA,NA
"12",12,"becker",2014,3,1,12124,40,13,3,1,1,1,2,4,5,0,33246,2.10551645310714,0.777282216739419,0.7,222,1.26271331033586,36,14,4,1,1,1,2,2,5,0,32407,0.7,0.6880399,214,2.03659703150554,1.05254715341338,"113th (2013–2015)",435,201,234,"0","5/1","113 (2013-2015)",100,53,45,2,"88th, 2013-2014","DFL","DFL","DFL",12309,89,12028,121,24547,32971,32316,2,82,234,337,"57.4","10.4",32971,29021,147,2406,144,7,97,"0500000US27005",27005,"Becker County, Minnesota",13534,228,9166,237,"7296","216",4368,218,6.3,0.9,3.7,0.9,"1.1","0.3",13.6,2.6,6.2,1,3.2,0.9,"1.4","0.5",13,2.4,11.5,1.4,7.8,1.2,"5.1","1.0",20.8,3,11.6,1.1,9.4,1.1,"8.0","1.2",15.8,2.2,12.9,1.1,13.5,1.4,"13.0","1.5",11.8,1.9,21.7,1.4,24.5,1.6,"25.9","1.7",15,2.1,13.3,1,16.4,1.2,"19.2","1.6",5.2,1.4,11.2,1,14.8,1.3,"18.0","1.6",3.3,1.4,3,0.5,3.7,0.6,"4.5","0.8",0.8,0.5,2.4,0.4,3.1,0.6,"3.8","0.8",0.9,0.5,51470,1773,61654,1692,71068,1757,26575,1777,62672,1635,73118,2049,"82392","2304",37414,2064,28.7,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",27.2,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",29.1,"(X)",0.493909642726199,0,1,0,21320592.23,9123070.81,2921029.04,NA,9080457.25,32170393.66,NA
"13",13,"beltrami",2002,4,1,15547,31,7,2,0,0,1,2,6,3,0,45623,1.13977599018039,0.749931982043259,0.76,283,0.179479116298437,31,10,2,0,0,1,1,6,4,0,44226,0.76,0.6806661,290,1.24361235472347,0.315540358535692,"107th (2001–2003)",435,213,220,"Independent (2)","4/1","107 (2001-2003)",100,50,49,1,"82nd, 2001-2002","Republican","DFL","Reform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,5766932.02,1729606.54,5275020.51,6540258.02,NA,NA
"14",14,"beltrami",2006,4,1,17139,31,7,2,0,0,1,2,6,3,0,45623,1.13977599018039,0.749931982043259,0.76,283,0.179479116298437,31,10,2,0,0,1,1,6,4,0,44226,0.76,0.6806661,290,1.24361235472347,0.315540358535692,"109th (2005–2007)",435,201,233,"Independent (1)","4/1","109 (2005-2007)",100,44,55,1,"84th, 2005-2006","Republican","DFL","Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,9756305.64,2528259.93,6896026.68,7500839.82,NA,NA
"15",15,"beltrami",2010,4,1,16187,31,7,2,0,0,1,2,6,3,0,45623,1.13977599018039,0.749931982043259,0.76,283,0.179479116298437,31,10,2,0,0,1,1,6,4,0,44226,0.76,0.6806661,290,1.24361235472347,0.315540358535692,"111th (2009–2011)",435,257,178,"0","5/1","111 (2009-2011)",100,57,41,2,"86th, 2009-2010","DFL","DFL","Republican",15728,85,16035,256,32104,43781,42392,8,241,436,704,"49.8","9",43781,33650,386,9109,415,49,118,"0500000US27007",27007,"Beltrami County, Minnesota",16759,387,10957,378,"8273","277",5802,330,9.3,1.5,6.4,1.5,"2.0","0.9",16,2.8,8.4,1.4,3.9,1.2,"2.3","0.8",18.6,3.6,12.9,1.2,11.1,1.7,"8.2","1.6",17.7,2.6,11.5,1.3,10.5,1.5,"8.5","1.5",13.1,2.4,14,1.3,13.8,1.5,"13.4","1.4",13.6,2.3,20.4,1.7,22.5,2.2,"26.1","2.5",13.6,2.5,11.4,1.3,14.8,1.6,"18.5","2.0",4.6,1.9,9.1,1.2,12.6,1.7,"15.5","2.0",2.1,0.9,1.6,0.5,2.4,0.7,"2.9","0.8",0.3,0.4,1.5,0.4,2.1,0.6,"2.6","0.8",0.4,0.4,43394,1813,54781,2485,63768,2062,23541,2348,53467,1635,63380,2232,"73072","2505",32727,2112,29.1,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",29.2,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",27.5,"(X)",0.504205083478694,0,0,0,33656871.12,17574734.7,1710510.67,5876612.5,6355422.82,NA,NA
"16",16,"beltrami",2014,4,1,15567,31,7,2,0,0,1,2,6,3,0,45623,1.13977599018039,0.749931982043259,0.76,283,0.179479116298437,31,10,2,0,0,1,1,6,4,0,44226,0.76,0.6806661,290,1.24361235472347,0.315540358535692,"113th (2013–2015)",435,201,234,"0","5/1","113 (2013-2015)",100,53,45,2,"88th, 2013-2014","DFL","DFL","DFL",16357,161,16725,259,33502,45236,44020,0,336,469,411,"45.7","11.1",45236,33650,386,9109,415,49,118,"0500000US27007",27007,"Beltrami County, Minnesota",16793,315,11118,325,"7754","294",5675,353,7.7,1.2,5.5,1.4,"1.5","0.7",14.1,2.5,8.1,1.3,3.7,1,"2.1","0.8",17.6,3.5,12.6,1.4,10,1.5,"6.4","1.6",19.1,3.1,12.6,1.4,11,1.6,"8.2","1.7",14.3,3,13.9,1.6,15,1.8,"13.1","1.9",12,2.7,19.4,1.5,21.8,1.9,"24.8","2.3",13.4,2.3,12,1.1,15.3,1.7,"20.1","2.2",4.1,1.1,9.3,1,12,1.4,"16.2","1.9",3.4,1.1,2.3,0.5,2.8,0.7,"3.8","1.0",1.4,0.8,2.2,0.5,2.9,0.7,"3.9","1.0",0.7,0.4,43990,1484,55369,3086,67327,2415,24529,2160,57559,1618,67151,2485,"80392","3068",36099,2424,25.6,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",25.8,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",22.8,"(X)",0.464658826338726,0,1,0,21320592.23,9123070.81,2921029.04,NA,9080457.25,32170393.66,NA
"17",17,"benton",2002,5,1,13724,34,13,1,0,0,1,0,4,4,0,39439,1.44526991049469,0.78341253044763,0.84,146,0.131429589100431,30,14,0,0,0,0,0,3,4,0,38418,0.84,0.6467028,175,1.32750273309386,-0.136510367877143,"107th (2001–2003)",435,213,220,"Independent (2)","4/1","107 (2001-2003)",100,50,49,1,"82nd, 2001-2002","Republican","DFL","Reform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,5766932.02,1729606.54,5275020.51,6540258.02,NA,NA
"18",18,"benton",2006,5,1,14362,34,13,1,0,0,1,0,4,4,0,39439,1.44526991049469,0.78341253044763,0.84,146,0.131429589100431,30,14,0,0,0,0,0,3,4,0,38418,0.84,0.6467028,175,1.32750273309386,-0.136510367877143,"109th (2005–2007)",435,201,233,"Independent (1)","4/1","109 (2005-2007)",100,44,55,1,"84th, 2005-2006","Republican","DFL","Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,9756305.64,2528259.93,6896026.68,7500839.82,NA,NA
"19",19,"benton",2010,5,1,13827,34,13,1,0,0,1,0,4,4,0,39439,1.44526991049469,0.78341253044763,0.84,146,0.131429589100431,30,14,0,0,0,0,0,3,4,0,38418,0.84,0.6467028,175,1.32750273309386,-0.136510367877143,"111th (2009–2011)",435,257,178,"0","5/1","111 (2009-2011)",100,57,41,2,"86th, 2009-2010","DFL","DFL","Republican",13793,165,14199,184,28341,38148,37442,24,86,352,244,"54","8",38148,36841,954,195,438,0,42,"0500000US27009",27009,"Benton County, Minnesota",14986,246,9868,366,"7800","352",5118,361,6.1,1.3,3.2,1.1,"1.7","0.9",12.7,3,5.1,1.2,3.7,1.4,"1.1","0.7",8.7,2.6,11.7,1.6,7.1,1.7,"4.1","1.2",21.6,3.9,10.9,1.5,8.6,1.6,"6.6","1.5",17.3,3.1,15.3,1.6,12.1,1.7,"11.4","1.9",20.4,3.6,22.7,1.9,28,2.6,"30.7","2.9",11,2.6,14.7,1.6,18.8,1.9,"22.1","2.3",5.8,2,9.7,1.4,13.6,1.9,"16.4","2.4",1,0.8,2.4,0.7,3.6,1,"4.4","1.3",0.1,0.1,1.3,0.4,1.3,0.4,"1.6","0.5",1.4,0.9,50848,1898,63566,2052,71094,2596,28615,1566,59386,1719,70055,2441,"N","N",35892,2858,24,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",22.2,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",26.9,"(X)",0.487879750185244,0,0,0,33656871.12,17574734.7,1710510.67,5876612.5,6355422.82,NA,NA
"20",20,"benton",2014,5,1,13292,34,13,1,0,0,1,0,4,4,0,39439,1.44526991049469,0.78341253044763,0.84,146,0.131429589100431,30,14,0,0,0,0,0,3,4,0,38418,0.84,0.6467028,175,1.32750273309386,-0.136510367877143,"113th (2013–2015)",435,201,234,"0","5/1","113 (2013-2015)",100,53,45,2,"88th, 2013-2014","DFL","DFL","DFL",14192,213,14337,237,28979,38980,38061,0,65,465,389,"51.6","10.4",38980,36841,954,195,438,0,42,"0500000US27009",27009,"Benton County, Minnesota",15466,231,10158,308,"7551","315",5308,329,7.3,1.6,6,1.7,"2.2","1.4",13.5,2.9,4.6,1,1.6,0.5,"0.4","0.3",10.8,2.7,11.5,1.8,6.7,1.6,"3.4","1.2",21.7,4.3,9.4,1.4,7.9,1.6,"5.7","1.3",12.8,2.8,14.9,1.6,13.6,2.1,"12.4","2.1",17,2.5,20.4,1.8,22.2,2.3,"23.6","2.6",15.5,2.9,14.3,1.4,19.1,1.9,"23.1","2.3",4.6,1.5,12.9,1.4,17.1,2.1,"21.8","2.7",2.8,1.4,3.3,0.8,4,0.9,"5.1","1.2",1.3,1,1.4,0.4,1.8,0.5,"2.3","0.7",0.1,0.2,53006,2586,64487,3892,77149,2378,26820,2197,61619,1671,72063,2263,"N","N",36190,2346,29,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",27,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",29.7,"(X)",0.458676972980434,0,1,0,21320592.23,9123070.81,2921029.04,NA,9080457.25,32170393.66,NA
"21",21,"big stone",2002,6,1,2741,15,3,0,0,0,0,1,0,1,0,5125,3.90243902439024,0.753376553214479,0.82,61,3.63833846386084,15,3,0,0,0,0,1,1,1,0,5285,0.82,0.6922899,70,3.97350993377483,3.64475222649029,"107th (2001–2003)",435,213,220,"Independent (2)","4/1","107 (2001-2003)",100,50,49,1,"82nd, 2001-2002","Republican","DFL","Reform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,5766932.02,1729606.54,5275020.51,6540258.02,NA,NA
"22",22,"big stone",2006,6,1,2785,15,3,0,0,0,0,1,0,1,0,5125,3.90243902439024,0.753376553214479,0.82,61,3.63833846386084,15,3,0,0,0,0,1,1,1,0,5285,0.82,0.6922899,70,3.97350993377483,3.64475222649029,"109th (2005–2007)",435,201,233,"Independent (1)","4/1","109 (2005-2007)",100,44,55,1,"84th, 2005-2006","Republican","DFL","Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,9756305.64,2528259.93,6896026.68,7500839.82,NA,NA
"23",23,"big stone",2010,6,1,2233,15,3,0,0,0,0,1,0,1,0,5125,3.90243902439024,0.753376553214479,0.82,61,3.63833846386084,15,3,0,0,0,0,1,1,1,0,5285,0.82,0.6922899,70,3.97350993377483,3.64475222649029,"111th (2009–2011)",435,257,178,"0","5/1","111 (2009-2011)",100,57,41,2,"86th, 2009-2010","DFL","DFL","Republican",2055,9,2120,0,4184,5324,5279,7,11,9,18,"61.7","6.4",5324,5084,14,13,2,0,7,"0500000US27011",27011,"Big Stone County, Minnesota",2366,121,1564,109,"1342","93",802,92,7.4,1.9,4.1,1.7,"2.8","1.4",15.1,4.8,6.9,1.8,2.1,1.5,"1.7","1.5",16.5,4.4,16.2,2.4,13.6,2.9,"11.0","2.9",23.1,4.9,9.6,2.1,10.2,2.7,"8.2","2.5",9.4,3.1,18.3,3.1,15.7,3,"16.3","3.4",22.3,6.9,21.3,3.2,25.3,3.7,"27.0","4.4",11,4.3,10.6,2,15.2,3.1,"17.1","3.4",1.4,1.1,6,1.6,8.4,2.3,"9.6","2.8",1.4,1.5,2,1.3,3,2,"3.5","2.3",0,2.5,1.6,0.9,2.5,1.4,"2.8","1.6",0,2.5,42870,2016,54034,3311,57931,3984,22152,2398,52925,2993,64285,4047,"N","N",29379,2473,23.2,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",18.8,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",28.3,"(X)",0.533699808795411,0,0,0,33656871.12,17574734.7,1710510.67,5876612.5,6355422.82,NA,NA
"24",24,"big stone",2014,6,1,2161,15,3,0,0,0,0,1,0,1,0,5125,3.90243902439024,0.753376553214479,0.82,61,3.63833846386084,15,3,0,0,0,0,1,1,1,0,5285,0.82,0.6922899,70,3.97350993377483,3.64475222649029,"113th (2013–2015)",435,201,234,"0","5/1","113 (2013-2015)",100,53,45,2,"88th, 2013-2014","DFL","DFL","DFL",2001,1,2073,26,4101,5180,5110,1,23,35,11,"63.8","7.8",5180,5084,14,13,2,0,7,"0500000US27011",27011,"Big Stone County, Minnesota",2316,72,1547,85,"1320","79",769,83,5.6,1.6,3.1,1.2,"1.9","1.0",10.9,4.7,7,2,4.5,2.3,"1.9","0.9",12,3.8,13.5,2.6,9.2,2.3,"6.7","1.9",26.5,6.2,9.6,2.2,7.1,1.9,"6.3","1.9",14,4.7,17.2,3,15.6,3.6,"14.8","3.6",19.5,5,21.4,2.7,24.5,3,"26.6","3.3",12,3.5,10.4,1.8,14.2,2.7,"16.6","3.2",3.1,2.2,10,1.6,14.3,2.4,"16.4","2.7",0.9,0.6,2.7,1.2,3.9,1.8,"4.5","2.1",0,2.2,2.7,0.8,3.6,1.2,"4.2","1.4",1,1.2,47537,3180,60478,4197,68600,4510,25313,2682,61409,2970,73386,3461,"N","N",35013,5699,32.3,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",31.8,"(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",30.6,"(X)",0.526944647646915,0,1,0,21320592.23,9123070.81,2921029.04,NA,9080457.25,32170393.66,NA
